"","display_id","site_name","desciption","2013-2014","2014-2015","2015-2016"
"211",596,"Albany Psychology Internship Consortium","Research Position:","0",0,0
"212",596,"Albany Psychology Internship Consortium","Independant Practice:","0",0,0
"213",596,"Albany Psychology Internship Consortium","Other (e.g. consulting):","0",0,0
"214",596,"Albany Psychology Internship Consortium","Not Currently Employed:","0",0,0
"215",596,"Albany Psychology Internship Consortium","Changed to Other Career Field:","0",0,0
"216",596,"Albany Psychology Internship Consortium","Unknown:","0",0,0
"217",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Working on dissertation/Student:","0",0,0
"218",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Postdoctoral Fellow:","1",3,0
"219",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Community Mental Health Center:","0",0,0
"220",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Health Maintenance Organization:","0",0,0
"221",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Veteran's Affairs Medical Center:","0",0,0
"222",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Military Medical Center:","0",0,0
"223",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Private General Hospital:","2",4,0
"224",738,"Albert Einstein College of Medicine/Montefiore Medical Center","General Hospital:","0",1,0
"225",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Other Medical Center:","0",0,0
"226",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Private Psychiatric Hospital:","0",0,0
"227",738,"Albert Einstein College of Medicine/Montefiore Medical Center","State/County/Other Public Hospital:","0",0,0
"228",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Correctional Facility:","0",0,0
"229",738,"Albert Einstein College of Medicine/Montefiore Medical Center","School District/System:","0",0,0
"230",738,"Albert Einstein College of Medicine/Montefiore Medical Center","University Counseling Center:","0",0,0
"231",738,"Albert Einstein College of Medicine/Montefiore Medical Center","University Teaching Faculty:","1",0,0
"232",738,"Albert Einstein College of Medicine/Montefiore Medical Center","2 or 4 year Undergraduate Teaching Position:","0",0,0
"233",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Medical School:","0",0,0
"234",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Academic Non-Teaching Position:","0",0,0
"235",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Research Position:","0",0,0
"236",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Independant Practice:","2",0,0
"237",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Other (e.g. consulting):","0",0,0
"238",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Not Currently Employed:","0",0,0
"239",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Changed to Other Career Field:","0",0,0
"240",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Unknown:","0",0,0
"241",821,"Alberta Children's Hospital","Working on dissertation/Student:","0",0,0
"242",821,"Alberta Children's Hospital","Postdoctoral Fellow:","0",0,0
"243",821,"Alberta Children's Hospital","Community Mental Health Center:","1",0,0
"244",821,"Alberta Children's Hospital","Health Maintenance Organization:","0",0,0
"245",821,"Alberta Children's Hospital","Veteran's Affairs Medical Center:","0",0,0
"246",821,"Alberta Children's Hospital","Military Medical Center:","0",0,0
"247",821,"Alberta Children's Hospital","Private General Hospital:","0",0,0
"248",821,"Alberta Children's Hospital","General Hospital:","0",0,0
"249",821,"Alberta Children's Hospital","Other Medical Center:","0",0,0
"250",821,"Alberta Children's Hospital","Private Psychiatric Hospital:","0",0,0
"251",821,"Alberta Children's Hospital","State/County/Other Public Hospital:","2",3,0
"252",821,"Alberta Children's Hospital","Correctional Facility:","0",0,0
"253",821,"Alberta Children's Hospital","School District/System:","0",0,0
"254",821,"Alberta Children's Hospital","University Counseling Center:","0",0,0
"255",821,"Alberta Children's Hospital","University Teaching Faculty:","0",0,0
"256",821,"Alberta Children's Hospital","2 or 4 year Undergraduate Teaching Position:","0",0,0
"257",821,"Alberta Children's Hospital","Medical School:","0",0,0
"258",821,"Alberta Children's Hospital","Academic Non-Teaching Position:","0",0,0
"259",821,"Alberta Children's Hospital","Research Position:","0",0,0
"260",821,"Alberta Children's Hospital","Independant Practice:","0",0,0
"261",821,"Alberta Children's Hospital","Other (e.g. consulting):","0",0,0
"262",821,"Alberta Children's Hospital","Not Currently Employed:","0",0,0
"263",821,"Alberta Children's Hospital","Changed to Other Career Field:","0",0,0
"264",821,"Alberta Children's Hospital","Unknown:","0",0,0
"265",412,"Alexian Brothers Behavioral Health Hospital","Working on dissertation/Student:","1",0,0
"266",412,"Alexian Brothers Behavioral Health Hospital","Postdoctoral Fellow:","4",6,0
"267",412,"Alexian Brothers Behavioral Health Hospital","Community Mental Health Center:","0",0,0
"268",412,"Alexian Brothers Behavioral Health Hospital","Health Maintenance Organization:","0",0,0
"269",412,"Alexian Brothers Behavioral Health Hospital","Veteran's Affairs Medical Center:","0",0,0
"270",412,"Alexian Brothers Behavioral Health Hospital","Military Medical Center:","0",0,0
"271",412,"Alexian Brothers Behavioral Health Hospital","Private General Hospital:","0",2,0
"272",412,"Alexian Brothers Behavioral Health Hospital","General Hospital:","1",0,0
"273",412,"Alexian Brothers Behavioral Health Hospital","Other Medical Center:","2",1,0
"274",412,"Alexian Brothers Behavioral Health Hospital","Private Psychiatric Hospital:","2",2,0
"275",412,"Alexian Brothers Behavioral Health Hospital","State/County/Other Public Hospital:","0",0,0
"276",412,"Alexian Brothers Behavioral Health Hospital","Correctional Facility:","0",0,0
"277",412,"Alexian Brothers Behavioral Health Hospital","School District/System:","0",0,0
"278",412,"Alexian Brothers Behavioral Health Hospital","University Counseling Center:","0",0,0
"279",412,"Alexian Brothers Behavioral Health Hospital","University Teaching Faculty:","0",1,0
"280",412,"Alexian Brothers Behavioral Health Hospital","2 or 4 year Undergraduate Teaching Position:","0",0,0
"281",412,"Alexian Brothers Behavioral Health Hospital","Medical School:","0",0,0
"282",412,"Alexian Brothers Behavioral Health Hospital","Academic Non-Teaching Position:","0",0,0
"283",412,"Alexian Brothers Behavioral Health Hospital","Research Position:","0",0,0
"284",412,"Alexian Brothers Behavioral Health Hospital","Independant Practice:","0",0,0
"285",412,"Alexian Brothers Behavioral Health Hospital","Other (e.g. consulting):","0",0,0
"286",412,"Alexian Brothers Behavioral Health Hospital","Not Currently Employed:","0",0,0
"287",412,"Alexian Brothers Behavioral Health Hospital","Changed to Other Career Field:","0",0,0
"288",412,"Alexian Brothers Behavioral Health Hospital","Unknown:","1",1,0
"289",383,"Allegheny General Hospital","Working on dissertation/Student:","1",0,0
"290",383,"Allegheny General Hospital","Postdoctoral Fellow:","2",3,0
"291",383,"Allegheny General Hospital","Community Mental Health Center:","0",0,0
"292",383,"Allegheny General Hospital","Health Maintenance Organization:","0",0,0
"293",383,"Allegheny General Hospital","Veteran's Affairs Medical Center:","0",0,0
"294",383,"Allegheny General Hospital","Military Medical Center:","0",0,0
"295",383,"Allegheny General Hospital","Private General Hospital:","0",0,0
"296",383,"Allegheny General Hospital","General Hospital:","0",0,0
"297",383,"Allegheny General Hospital","Other Medical Center:","0",0,0
"298",383,"Allegheny General Hospital","Private Psychiatric Hospital:","0",0,0
"299",383,"Allegheny General Hospital","State/County/Other Public Hospital:","0",0,0
"300",383,"Allegheny General Hospital","Correctional Facility:","0",0,0
"301",383,"Allegheny General Hospital","School District/System:","0",0,0
"302",383,"Allegheny General Hospital","University Counseling Center:","0",0,0
"303",383,"Allegheny General Hospital","University Teaching Faculty:","0",0,0
"304",383,"Allegheny General Hospital","2 or 4 year Undergraduate Teaching Position:","0",0,0
"305",383,"Allegheny General Hospital","Medical School:","0",0,0
"306",383,"Allegheny General Hospital","Academic Non-Teaching Position:","0",0,0
"307",383,"Allegheny General Hospital","Research Position:","0",0,0
"308",383,"Allegheny General Hospital","Independant Practice:","0",0,0
"309",383,"Allegheny General Hospital","Other (e.g. consulting):","0",0,0
"310",383,"Allegheny General Hospital","Not Currently Employed:","0",0,0
"311",383,"Allegheny General Hospital","Changed to Other Career Field:","0",0,0
"312",383,"Allegheny General Hospital","Unknown:","0",0,0
"313",753,"Allendale Association","Working on dissertation/Student:","0",0,0
"314",753,"Allendale Association","Postdoctoral Fellow:","2",1,0
"315",753,"Allendale Association","Community Mental Health Center:","0",0,0
"316",753,"Allendale Association","Health Maintenance Organization:","0",0,0
"317",753,"Allendale Association","Veteran's Affairs Medical Center:","0",0,0
"318",753,"Allendale Association","Military Medical Center:","0",0,0
"319",753,"Allendale Association","Private General Hospital:","0",0,0
"320",753,"Allendale Association","General Hospital:","0",0,0
"321",753,"Allendale Association","Other Medical Center:","0",0,0
"322",753,"Allendale Association","Private Psychiatric Hospital:","0",0,0
"323",753,"Allendale Association","State/County/Other Public Hospital:","0",0,0
"324",753,"Allendale Association","Correctional Facility:","0",0,0
"325",753,"Allendale Association","School District/System:","0",0,0
"326",753,"Allendale Association","University Counseling Center:","0",0,0
"327",753,"Allendale Association","University Teaching Faculty:","0",0,0
"328",753,"Allendale Association","2 or 4 year Undergraduate Teaching Position:","0",0,0
"329",753,"Allendale Association","Medical School:","0",0,0
"330",753,"Allendale Association","Academic Non-Teaching Position:","0",0,0
"331",753,"Allendale Association","Research Position:","0",0,0
"332",753,"Allendale Association","Independant Practice:","0",0,0
"333",753,"Allendale Association","Other (e.g. consulting):","0",0,0
"334",753,"Allendale Association","Not Currently Employed:","0",0,0
"335",753,"Allendale Association","Changed to Other Career Field:","0",0,0
"336",753,"Allendale Association","Unknown:","0",1,0
"337",557,"Alpert Medical School of Brown University","Working on dissertation/Student:","0",0,0
"338",557,"Alpert Medical School of Brown University","Postdoctoral Fellow:","20",20,0
"339",557,"Alpert Medical School of Brown University","Community Mental Health Center:","0",0,0
"340",557,"Alpert Medical School of Brown University","Health Maintenance Organization:","0",0,0
"341",557,"Alpert Medical School of Brown University","Veteran's Affairs Medical Center:","0",0,0
"342",557,"Alpert Medical School of Brown University","Military Medical Center:","0",0,0
"343",557,"Alpert Medical School of Brown University","Private General Hospital:","0",0,0
"344",557,"Alpert Medical School of Brown University","General Hospital:","0",0,0
"345",557,"Alpert Medical School of Brown University","Other Medical Center:","0",0,0
"346",557,"Alpert Medical School of Brown University","Private Psychiatric Hospital:","0",0,0
"347",557,"Alpert Medical School of Brown University","State/County/Other Public Hospital:","0",0,0
"348",557,"Alpert Medical School of Brown University","Correctional Facility:","0",0,0
"349",557,"Alpert Medical School of Brown University","School District/System:","0",0,0
"350",557,"Alpert Medical School of Brown University","University Counseling Center:","0",0,0
"351",557,"Alpert Medical School of Brown University","University Teaching Faculty:","0",0,0
"352",557,"Alpert Medical School of Brown University","2 or 4 year Undergraduate Teaching Position:","0",0,0
"353",557,"Alpert Medical School of Brown University","Medical School:","0",0,0
"354",557,"Alpert Medical School of Brown University","Academic Non-Teaching Position:","0",0,0
"355",557,"Alpert Medical School of Brown University","Research Position:","0",0,0
"356",557,"Alpert Medical School of Brown University","Independant Practice:","0",0,0
"357",557,"Alpert Medical School of Brown University","Other (e.g. consulting):","0",0,0
"358",557,"Alpert Medical School of Brown University","Not Currently Employed:","0",0,0
"359",557,"Alpert Medical School of Brown University","Changed to Other Career Field:","0",0,0
"360",557,"Alpert Medical School of Brown University","Unknown:","0",2,0
"361",369,"American University","Working on dissertation/Student:","2",0,0
"362",369,"American University","Postdoctoral Fellow:","0",2,3
"363",369,"American University","Community Mental Health Center:","0",2,0
"364",369,"American University","Health Maintenance Organization:","0",0,0
"365",369,"American University","Veteran's Affairs Medical Center:","0",0,0
"366",369,"American University","Military Medical Center:","0",0,0
"367",369,"American University","Private General Hospital:","0",0,1
"368",369,"American University","General Hospital:","0",0,0
"369",369,"American University","Other Medical Center:","0",0,0
"370",369,"American University","Private Psychiatric Hospital:","0",0,0
"371",369,"American University","State/County/Other Public Hospital:","0",0,0
"372",369,"American University","Correctional Facility:","0",0,0
"373",369,"American University","School District/System:","0",0,0
"374",369,"American University","University Counseling Center:","2",1,2
"375",369,"American University","University Teaching Faculty:","0",0,0
"376",369,"American University","2 or 4 year Undergraduate Teaching Position:","0",0,0
"377",369,"American University","Medical School:","0",0,0
"378",369,"American University","Academic Non-Teaching Position:","0",0,0
"379",369,"American University","Research Position:","0",0,0
"380",369,"American University","Independant Practice:","0",0,0
"381",369,"American University","Other (e.g. consulting):","0",0,0
"382",369,"American University","Not Currently Employed:","0",0,2
"383",369,"American University","Changed to Other Career Field:","0",0,0
"384",369,"American University","Unknown:","0",0,0
"385",326,"Ancora Psychiatric Hospital","Working on dissertation/Student:","0",0,0
