"","display_id","site_name","desciption","2014-2015","2015-2016","2016-2017"
"54",1425,"Agnesian Healthcare","Total number of interns from Psy.D. programs:","2","2","2"
"55",1425,"Agnesian Healthcare","Total number of interns from Ed.D. programs:",NA,NA,NA
"56",1425,"Agnesian Healthcare","Number of interns that come from a Clinical Psychology program","2","2","2"
"57",1425,"Agnesian Healthcare","Number of interns that come from a Counseling Psychology program",NA,NA,NA
"58",1425,"Agnesian Healthcare","Number of interns that come from a School Psychology program",NA,NA,NA
"59",1425,"Agnesian Healthcare","Range of integrated assessment reports: lowest number of reports written","10","7","21"
"60",1425,"Agnesian Healthcare","Range of integrated assessment reports: highest number of reports written","17","20","93"
"61",158,"AHRC New York City","Number of Completed Applications:",NA,NA,NA
"62",158,"AHRC New York City","Number of applicants invited for interviews:",NA,NA,NA
"63",158,"AHRC New York City","Total number of interns:",NA,NA,NA
"64",158,"AHRC New York City","Total number of interns from APA/CPA accredited programs:",NA,NA,NA
"65",158,"AHRC New York City","Total number of interns from Ph.D. programs:",NA,NA,NA
"66",158,"AHRC New York City","Total number of interns from Psy.D. programs:",NA,NA,NA
"67",158,"AHRC New York City","Total number of interns from Ed.D. programs:",NA,NA,NA
"68",158,"AHRC New York City","Number of interns that come from a Clinical Psychology program",NA,NA,NA
"69",158,"AHRC New York City","Number of interns that come from a Counseling Psychology program",NA,NA,NA
"70",158,"AHRC New York City","Number of interns that come from a School Psychology program",NA,NA,NA
"71",158,"AHRC New York City","Range of integrated assessment reports: lowest number of reports written",NA,NA,NA
"72",158,"AHRC New York City","Range of integrated assessment reports: highest number of reports written",NA,NA,NA
"73",730,"Alaska Psychology Internship Consortium","Number of Completed Applications:","92","59",NA
"74",730,"Alaska Psychology Internship Consortium","Number of applicants invited for interviews:","46","34",NA
"75",730,"Alaska Psychology Internship Consortium","Total number of interns:","8","9",NA
"76",730,"Alaska Psychology Internship Consortium","Total number of interns from APA/CPA accredited programs:","7","9",NA
"77",730,"Alaska Psychology Internship Consortium","Total number of interns from Ph.D. programs:","3","7",NA
"78",730,"Alaska Psychology Internship Consortium","Total number of interns from Psy.D. programs:","5","2",NA
"79",730,"Alaska Psychology Internship Consortium","Total number of interns from Ed.D. programs:","0","0",NA
"80",730,"Alaska Psychology Internship Consortium","Number of interns that come from a Clinical Psychology program","8","7",NA
"81",730,"Alaska Psychology Internship Consortium","Number of interns that come from a Counseling Psychology program","0","2",NA
"82",730,"Alaska Psychology Internship Consortium","Number of interns that come from a School Psychology program","0","0",NA
"83",730,"Alaska Psychology Internship Consortium","Range of integrated assessment reports: lowest number of reports written","8","9",NA
"84",730,"Alaska Psychology Internship Consortium","Range of integrated assessment reports: highest number of reports written","25","28",NA
"85",316,"Alaska VA Healthcare System","Number of Completed Applications:","60","78",NA
"86",316,"Alaska VA Healthcare System","Number of applicants invited for interviews:","30","30",NA
"87",316,"Alaska VA Healthcare System","Total number of interns:","3","3",NA
"88",316,"Alaska VA Healthcare System","Total number of interns from APA/CPA accredited programs:","3","3",NA
"89",316,"Alaska VA Healthcare System","Total number of interns from Ph.D. programs:","1","3",NA
"90",316,"Alaska VA Healthcare System","Total number of interns from Psy.D. programs:","2","0",NA
"91",316,"Alaska VA Healthcare System","Total number of interns from Ed.D. programs:","0","0",NA
"92",316,"Alaska VA Healthcare System","Number of interns that come from a Clinical Psychology program","3","3",NA
"93",316,"Alaska VA Healthcare System","Number of interns that come from a Counseling Psychology program","0","0",NA
"94",316,"Alaska VA Healthcare System","Number of interns that come from a School Psychology program","0","0",NA
"95",316,"Alaska VA Healthcare System","Range of integrated assessment reports: lowest number of reports written","5","5",NA
"96",316,"Alaska VA Healthcare System","Range of integrated assessment reports: highest number of reports written","35","55",NA
"97",596,"Albany Psychology Internship Consortium","Number of Completed Applications:","145","155",NA
"98",596,"Albany Psychology Internship Consortium","Number of applicants invited for interviews:","28","25",NA
"99",596,"Albany Psychology Internship Consortium","Total number of interns:","6","6",NA
"100",596,"Albany Psychology Internship Consortium","Total number of interns from APA/CPA accredited programs:","6","6",NA
"101",596,"Albany Psychology Internship Consortium","Total number of interns from Ph.D. programs:","4","6",NA
"102",596,"Albany Psychology Internship Consortium","Total number of interns from Psy.D. programs:","2","0",NA
"103",596,"Albany Psychology Internship Consortium","Total number of interns from Ed.D. programs:","0","0",NA
"104",596,"Albany Psychology Internship Consortium","Number of interns that come from a Clinical Psychology program","4","5",NA
"105",596,"Albany Psychology Internship Consortium","Number of interns that come from a Counseling Psychology program","2","1",NA
"106",596,"Albany Psychology Internship Consortium","Number of interns that come from a School Psychology program","0","0",NA
"107",596,"Albany Psychology Internship Consortium","Range of integrated assessment reports: lowest number of reports written","5","6",NA
"108",596,"Albany Psychology Internship Consortium","Range of integrated assessment reports: highest number of reports written","25","22",NA
"109",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Number of Completed Applications:","422","392",NA
"110",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Number of applicants invited for interviews:","61","58",NA
"111",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Total number of interns:","8","8",NA
"112",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Total number of interns from APA/CPA accredited programs:","8","8",NA
"113",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Total number of interns from Ph.D. programs:","5","6",NA
"114",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Total number of interns from Psy.D. programs:","3","2",NA
"115",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Total number of interns from Ed.D. programs:","0","0",NA
"116",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Number of interns that come from a Clinical Psychology program","8","8",NA
"117",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Number of interns that come from a Counseling Psychology program","0","0",NA
"118",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Number of interns that come from a School Psychology program","0","0",NA
"119",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Range of integrated assessment reports: lowest number of reports written","4","3",NA
"120",738,"Albert Einstein College of Medicine/Montefiore Medical Center","Range of integrated assessment reports: highest number of reports written","24","21",NA
"121",821,"Alberta Children's Hospital","Number of Completed Applications:","51","26",NA
"122",821,"Alberta Children's Hospital","Number of applicants invited for interviews:","20","20",NA
"123",821,"Alberta Children's Hospital","Total number of interns:","3","3",NA
"124",821,"Alberta Children's Hospital","Total number of interns from APA/CPA accredited programs:","3","3",NA
"125",821,"Alberta Children's Hospital","Total number of interns from Ph.D. programs:","3","3",NA
"126",821,"Alberta Children's Hospital","Total number of interns from Psy.D. programs:",NA,NA,NA
"127",821,"Alberta Children's Hospital","Total number of interns from Ed.D. programs:",NA,NA,NA
"128",821,"Alberta Children's Hospital","Number of interns that come from a Clinical Psychology program","3","3",NA
"129",821,"Alberta Children's Hospital","Number of interns that come from a Counseling Psychology program",NA,NA,NA
"130",821,"Alberta Children's Hospital","Number of interns that come from a School Psychology program",NA,NA,NA
"131",821,"Alberta Children's Hospital","Range of integrated assessment reports: lowest number of reports written","14","26",NA
"132",821,"Alberta Children's Hospital","Range of integrated assessment reports: highest number of reports written","44","52",NA
"133",412,"Alexian Brothers Behavioral Health Hospital","Number of Completed Applications:","211","278",NA
"134",412,"Alexian Brothers Behavioral Health Hospital","Number of applicants invited for interviews:","66","105",NA
"135",412,"Alexian Brothers Behavioral Health Hospital","Total number of interns:","7","7",NA
"136",412,"Alexian Brothers Behavioral Health Hospital","Total number of interns from APA/CPA accredited programs:","7","7",NA
"137",412,"Alexian Brothers Behavioral Health Hospital","Total number of interns from Ph.D. programs:","3","3",NA
"138",412,"Alexian Brothers Behavioral Health Hospital","Total number of interns from Psy.D. programs:","4","4",NA
"139",412,"Alexian Brothers Behavioral Health Hospital","Total number of interns from Ed.D. programs:","0","0",NA
"140",412,"Alexian Brothers Behavioral Health Hospital","Number of interns that come from a Clinical Psychology program","7","7",NA
"141",412,"Alexian Brothers Behavioral Health Hospital","Number of interns that come from a Counseling Psychology program","0","0",NA
"142",412,"Alexian Brothers Behavioral Health Hospital","Number of interns that come from a School Psychology program","0","0",NA
"143",412,"Alexian Brothers Behavioral Health Hospital","Range of integrated assessment reports: lowest number of reports written","8","7",NA
"144",412,"Alexian Brothers Behavioral Health Hospital","Range of integrated assessment reports: highest number of reports written","40","96",NA
"145",383,"Allegheny General Hospital","Number of Completed Applications:","168",NA,NA
"146",383,"Allegheny General Hospital","Number of applicants invited for interviews:","47","43",NA
"147",383,"Allegheny General Hospital","Total number of interns:","3","4",NA
"148",383,"Allegheny General Hospital","Total number of interns from APA/CPA accredited programs:","3","4",NA
"149",383,"Allegheny General Hospital","Total number of interns from Ph.D. programs:","2","3",NA
"150",383,"Allegheny General Hospital","Total number of interns from Psy.D. programs:","1","1",NA
"151",383,"Allegheny General Hospital","Total number of interns from Ed.D. programs:","0",NA,NA
"152",383,"Allegheny General Hospital","Number of interns that come from a Clinical Psychology program","3","3",NA
"153",383,"Allegheny General Hospital","Number of interns that come from a Counseling Psychology program","0",NA,NA
"154",383,"Allegheny General Hospital","Number of interns that come from a School Psychology program","0","0",NA
"155",383,"Allegheny General Hospital","Range of integrated assessment reports: lowest number of reports written","5","3",NA
"156",383,"Allegheny General Hospital","Range of integrated assessment reports: highest number of reports written","24","16",NA
"157",753,"Allendale Association","Number of Completed Applications:","118","102",NA
"158",753,"Allendale Association","Number of applicants invited for interviews:","10","17",NA
"159",753,"Allendale Association","Total number of interns:","2","2",NA
"160",753,"Allendale Association","Total number of interns from APA/CPA accredited programs:","2","2",NA
"161",753,"Allendale Association","Total number of interns from Ph.D. programs:","1","1",NA
"162",753,"Allendale Association","Total number of interns from Psy.D. programs:","1","1",NA
"163",753,"Allendale Association","Total number of interns from Ed.D. programs:",NA,NA,NA
"164",753,"Allendale Association","Number of interns that come from a Clinical Psychology program","2","2",NA
"165",753,"Allendale Association","Number of interns that come from a Counseling Psychology program",NA,NA,NA
"166",753,"Allendale Association","Number of interns that come from a School Psychology program",NA,NA,NA
"167",753,"Allendale Association","Range of integrated assessment reports: lowest number of reports written",NA,NA,NA
"168",753,"Allendale Association","Range of integrated assessment reports: highest number of reports written",NA,NA,NA
"169",557,"Alpert Medical School of Brown University","Number of Completed Applications:","346","353",NA
"170",557,"Alpert Medical School of Brown University","Number of applicants invited for interviews:","115","126",NA
"171",557,"Alpert Medical School of Brown University","Total number of interns:","22","25",NA
"172",557,"Alpert Medical School of Brown University","Total number of interns from APA/CPA accredited programs:","22","25",NA
"173",557,"Alpert Medical School of Brown University","Total number of interns from Ph.D. programs:","22","25",NA
"174",557,"Alpert Medical School of Brown University","Total number of interns from Psy.D. programs:","0","0",NA
"175",557,"Alpert Medical School of Brown University","Total number of interns from Ed.D. programs:","0","0",NA
"176",557,"Alpert Medical School of Brown University","Number of interns that come from a Clinical Psychology program","22","25",NA
"177",557,"Alpert Medical School of Brown University","Number of interns that come from a Counseling Psychology program","0","0",NA
"178",557,"Alpert Medical School of Brown University","Number of interns that come from a School Psychology program","0","0",NA
"179",557,"Alpert Medical School of Brown University","Range of integrated assessment reports: lowest number of reports written",NA,NA,NA
"180",557,"Alpert Medical School of Brown University","Range of integrated assessment reports: highest number of reports written",NA,NA,NA
"181",369,"American University","Number of Completed Applications:","143","139","139"
"182",369,"American University","Number of applicants invited for interviews:","23","24","24"
"183",369,"American University","Total number of interns:","4","4","4"
"184",369,"American University","Total number of interns from APA/CPA accredited programs:","4","4","4"
"185",369,"American University","Total number of interns from Ph.D. programs:","3","3","2"
"186",369,"American University","Total number of interns from Psy.D. programs:","1","1","2"
"187",369,"American University","Total number of interns from Ed.D. programs:","0","0","0"
"188",369,"American University","Number of interns that come from a Clinical Psychology program","2","2","4"
"189",369,"American University","Number of interns that come from a Counseling Psychology program","2","2","0"
"190",369,"American University","Number of interns that come from a School Psychology program","0","0","0"
"191",369,"American University","Range of integrated assessment reports: lowest number of reports written",NA,NA,NA
"192",369,"American University","Range of integrated assessment reports: highest number of reports written",NA,NA,NA
"193",326,"Ancora Psychiatric Hospital","Number of Completed Applications:","0","69",NA
"194",326,"Ancora Psychiatric Hospital","Number of applicants invited for interviews:","0","30",NA
"195",326,"Ancora Psychiatric Hospital","Total number of interns:","0","3",NA
"196",326,"Ancora Psychiatric Hospital","Total number of interns from APA/CPA accredited programs:","0","3",NA
"197",326,"Ancora Psychiatric Hospital","Total number of interns from Ph.D. programs:","0",NA,NA
"198",326,"Ancora Psychiatric Hospital","Total number of interns from Psy.D. programs:","0",NA,NA
"199",326,"Ancora Psychiatric Hospital","Total number of interns from Ed.D. programs:","0",NA,NA
"200",326,"Ancora Psychiatric Hospital","Number of interns that come from a Clinical Psychology program","0",NA,NA
"201",326,"Ancora Psychiatric Hospital","Number of interns that come from a Counseling Psychology program","0",NA,NA
"202",326,"Ancora Psychiatric Hospital","Number of interns that come from a School Psychology program","0",NA,NA
"203",326,"Ancora Psychiatric Hospital","Range of integrated assessment reports: lowest number of reports written","0",NA,NA
"204",326,"Ancora Psychiatric Hospital","Range of integrated assessment reports: highest number of reports written","0",NA,NA
"205",22,"Andrus","Number of Completed Applications:","125","130",NA
"206",22,"Andrus","Number of applicants invited for interviews:","50","45",NA
"207",22,"Andrus","Total number of interns:","7","7",NA
"208",22,"Andrus","Total number of interns from APA/CPA accredited programs:","7","7",NA
"209",22,"Andrus","Total number of interns from Ph.D. programs:","2","2",NA
"210",22,"Andrus","Total number of interns from Psy.D. programs:","5","5",NA
"211",22,"Andrus","Total number of interns from Ed.D. programs:",NA,NA,NA
"212",22,"Andrus","Number of interns that come from a Clinical Psychology program","7","6",NA
"213",22,"Andrus","Number of interns that come from a Counseling Psychology program","0",NA,NA
"214",22,"Andrus","Number of interns that come from a School Psychology program","0","1",NA
"215",22,"Andrus","Range of integrated assessment reports: lowest number of reports written","5","5",NA
"216",22,"Andrus","Range of integrated assessment reports: highest number of reports written","15","15",NA
"217",829,"Anka Behavioral Health Inc. Northern California","Number of Completed Applications:","138","121",NA
"218",829,"Anka Behavioral Health Inc. Northern California","Number of applicants invited for interviews:","68","60",NA
"219",829,"Anka Behavioral Health Inc. Northern California","Total number of interns:","9","9",NA
"220",829,"Anka Behavioral Health Inc. Northern California","Total number of interns from APA/CPA accredited programs:","9",NA,NA
"221",829,"Anka Behavioral Health Inc. Northern California","Total number of interns from Ph.D. programs:","0",NA,NA
"222",829,"Anka Behavioral Health Inc. Northern California","Total number of interns from Psy.D. programs:","9",NA,NA
"223",829,"Anka Behavioral Health Inc. Northern California","Total number of interns from Ed.D. programs:","9",NA,NA
"224",829,"Anka Behavioral Health Inc. Northern California","Number of interns that come from a Clinical Psychology program","9",NA,NA
"225",829,"Anka Behavioral Health Inc. Northern California","Number of interns that come from a Counseling Psychology program","0",NA,NA
"226",829,"Anka Behavioral Health Inc. Northern California","Number of interns that come from a School Psychology program","0",NA,NA
"227",829,"Anka Behavioral Health Inc. Northern California","Range of integrated assessment reports: lowest number of reports written",NA,NA,NA
"228",829,"Anka Behavioral Health Inc. Northern California","Range of integrated assessment reports: highest number of reports written",NA,NA,NA
"229",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Number of Completed Applications:","161","132",NA
"230",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Number of applicants invited for interviews:","30","33",NA
"231",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Total number of interns:","3","3",NA
"232",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Total number of interns from APA/CPA accredited programs:","3","3",NA
"233",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Total number of interns from Ph.D. programs:","3","3",NA
"234",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Total number of interns from Psy.D. programs:","0","0",NA
"235",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Total number of interns from Ed.D. programs:","0","0",NA
"236",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Number of interns that come from a Clinical Psychology program","3","3",NA
"237",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Number of interns that come from a Counseling Psychology program","0","0",NA
"238",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Number of interns that come from a School Psychology program","0","0",NA
"239",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Range of integrated assessment reports: lowest number of reports written","13","4",NA
"240",297,"Ann & Robert H. Lurie Children's Hospital of Chicago (formerly Children's Memorial Hospital)","Range of integrated assessment reports: highest number of reports written","101","22",NA
"241",1517,"Annapolis Valley Health","Number of Completed Applications:","16","33",NA
"242",1517,"Annapolis Valley Health","Number of applicants invited for interviews:","15","14",NA
"243",1517,"Annapolis Valley Health","Total number of interns:","2","2",NA
"244",1517,"Annapolis Valley Health","Total number of interns from APA/CPA accredited programs:","2","2",NA
"245",1517,"Annapolis Valley Health","Total number of interns from Ph.D. programs:","2","2",NA
"246",1517,"Annapolis Valley Health","Total number of interns from Psy.D. programs:","0","0",NA
"247",1517,"Annapolis Valley Health","Total number of interns from Ed.D. programs:","0","0",NA
"248",1517,"Annapolis Valley Health","Number of interns that come from a Clinical Psychology program","2","2",NA
"249",1517,"Annapolis Valley Health","Number of interns that come from a Counseling Psychology program","0","0",NA
"250",1517,"Annapolis Valley Health","Number of interns that come from a School Psychology program","0","0",NA
"251",1517,"Annapolis Valley Health","Range of integrated assessment reports: lowest number of reports written","8","19",NA
"252",1517,"Annapolis Valley Health","Range of integrated assessment reports: highest number of reports written","17","29",NA
"253",100,"Appalachian State University","Number of Completed Applications:","118","112",NA
"254",100,"Appalachian State University","Number of applicants invited for interviews:","37","35",NA
"255",100,"Appalachian State University","Total number of interns:","3","3",NA
"256",100,"Appalachian State University","Total number of interns from APA/CPA accredited programs:","3","3",NA
"257",100,"Appalachian State University","Total number of interns from Ph.D. programs:","2","2",NA
"258",100,"Appalachian State University","Total number of interns from Psy.D. programs:","1","1",NA
"259",100,"Appalachian State University","Total number of interns from Ed.D. programs:","0","0",NA
"260",100,"Appalachian State University","Number of interns that come from a Clinical Psychology program","1","1",NA
"261",100,"Appalachian State University","Number of interns that come from a Counseling Psychology program","2","2",NA
"262",100,"Appalachian State University","Number of interns that come from a School Psychology program","0","0",NA
"263",100,"Appalachian State University","Range of integrated assessment reports: lowest number of reports written","4","3",NA
"264",100,"Appalachian State University","Range of integrated assessment reports: highest number of reports written","19","7",NA
"265",847,"Applewood Centers, Inc.","Number of Completed Applications:","113","108",NA
"266",847,"Applewood Centers, Inc.","Number of applicants invited for interviews:","30","32",NA
"267",847,"Applewood Centers, Inc.","Total number of interns:","2","3",NA
"268",847,"Applewood Centers, Inc.","Total number of interns from APA/CPA accredited programs:","2","3",NA
"269",847,"Applewood Centers, Inc.","Total number of interns from Ph.D. programs:","1","2",NA
"270",847,"Applewood Centers, Inc.","Total number of interns from Psy.D. programs:","1","1",NA
"271",847,"Applewood Centers, Inc.","Total number of interns from Ed.D. programs:","0","0",NA
"272",847,"Applewood Centers, Inc.","Number of interns that come from a Clinical Psychology program","1","1",NA
"273",847,"Applewood Centers, Inc.","Number of interns that come from a Counseling Psychology program","1","2",NA
"274",847,"Applewood Centers, Inc.","Number of interns that come from a School Psychology program","0","0",NA
"275",847,"Applewood Centers, Inc.","Range of integrated assessment reports: lowest number of reports written","7","17",NA
"276",847,"Applewood Centers, Inc.","Range of integrated assessment reports: highest number of reports written","28","35",NA
"277",1,"Applied Psychology Group of Texoma","Number of Completed Applications:",NA,NA,NA
"278",1,"Applied Psychology Group of Texoma","Number of applicants invited for interviews:",NA,NA,NA
"279",1,"Applied Psychology Group of Texoma","Total number of interns:",NA,NA,NA
"280",1,"Applied Psychology Group of Texoma","Total number of interns from APA/CPA accredited programs:",NA,NA,NA
"281",1,"Applied Psychology Group of Texoma","Total number of interns from Ph.D. programs:",NA,NA,NA
"282",1,"Applied Psychology Group of Texoma","Total number of interns from Psy.D. programs:",NA,NA,NA
"283",1,"Applied Psychology Group of Texoma","Total number of interns from Ed.D. programs:",NA,NA,NA
"284",1,"Applied Psychology Group of Texoma","Number of interns that come from a Clinical Psychology program",NA,NA,NA
"285",1,"Applied Psychology Group of Texoma","Number of interns that come from a Counseling Psychology program",NA,NA,NA
"286",1,"Applied Psychology Group of Texoma","Number of interns that come from a School Psychology program",NA,NA,NA
"287",1,"Applied Psychology Group of Texoma","Range of integrated assessment reports: lowest number of reports written",NA,NA,NA
"288",1,"Applied Psychology Group of Texoma","Range of integrated assessment reports: highest number of reports written",NA,NA,NA
"289",284,"Arizona Psychology Training Consortium","Number of Completed Applications:","134",NA,NA
"290",284,"Arizona Psychology Training Consortium","Number of applicants invited for interviews:","63",NA,NA
"291",284,"Arizona Psychology Training Consortium","Total number of interns:","14","12",NA
"292",284,"Arizona Psychology Training Consortium","Total number of interns from APA/CPA accredited programs:","14","12",NA
"293",284,"Arizona Psychology Training Consortium","Total number of interns from Ph.D. programs:","6","4",NA
"294",284,"Arizona Psychology Training Consortium","Total number of interns from Psy.D. programs:","8","8",NA
"295",284,"Arizona Psychology Training Consortium","Total number of interns from Ed.D. programs:","0","0",NA
"296",284,"Arizona Psychology Training Consortium","Number of interns that come from a Clinical Psychology program","10",NA,NA
"297",284,"Arizona Psychology Training Consortium","Number of interns that come from a Counseling Psychology program","1",NA,NA
"298",284,"Arizona Psychology Training Consortium","Number of interns that come from a School Psychology program","3","3",NA
"299",284,"Arizona Psychology Training Consortium","Range of integrated assessment reports: lowest number of reports written","0",NA,NA
"300",284,"Arizona Psychology Training Consortium","Range of integrated assessment reports: highest number of reports written","55",NA,NA
"301",668,"Arizona State Hospital","Number of Completed Applications:","18","18",NA
"302",668,"Arizona State Hospital","Number of applicants invited for interviews:","18","16",NA
"303",668,"Arizona State Hospital","Total number of interns:","3","3",NA
"304",668,"Arizona State Hospital","Total number of interns from APA/CPA accredited programs:","3","3",NA
"305",668,"Arizona State Hospital","Total number of interns from Ph.D. programs:",NA,NA,NA
"306",668,"Arizona State Hospital","Total number of interns from Psy.D. programs:","3","3",NA
"307",668,"Arizona State Hospital","Total number of interns from Ed.D. programs:",NA,NA,NA
"308",668,"Arizona State Hospital","Number of interns that come from a Clinical Psychology program","3","3",NA
"309",668,"Arizona State Hospital","Number of interns that come from a Counseling Psychology program",NA,NA,NA
"310",668,"Arizona State Hospital","Number of interns that come from a School Psychology program",NA,NA,NA
"311",668,"Arizona State Hospital","Range of integrated assessment reports: lowest number of reports written","11",NA,NA
"312",668,"Arizona State Hospital","Range of integrated assessment reports: highest number of reports written","54",NA,NA
"313",82,"Arizona State University","Number of Completed Applications:","96","124",NA
"314",82,"Arizona State University","Number of applicants invited for interviews:","36","39",NA
"315",82,"Arizona State University","Total number of interns:","3","3",NA
